Time (ms),VDD_ARM voltage (V),VDD_ARM current (mA),VDD_ARM power (mW),NVCC_DRAM_1V1 voltage (V),NVCC_DRAM_1V1 current (mA),NVCC_DRAM_1V1 power (mW),VSYS_5V voltage (V),VSYS_5V current (mA),VSYS_5V power (mW),VDD_SOC voltage (V),VDD_SOC current (mA),VDD_SOC power (mW),LPD4_VDDQ voltage (V),LPD4_VDDQ current (mA),LPD4_VDDQ power (mW),LPD4_VDD2 voltage (V),LPD4_VDD2 current (mA),LPD4_VDD2 power (mW),NVCC_SD2 voltage (V),NVCC_SD2 current (mA),NVCC_SD2 power (mW),VDD_LVDS_1V8 voltage (V),VDD_LVDS_1V8 current (mA),VDD_LVDS_1V8 power (mW),VDD_HDMI_1V8 voltage (V),VDD_HDMI_1V8 current (mA),VDD_HDMI_1V8 power (mW),NVCC_SNVS_1V8 voltage (V),NVCC_SNVS_1V8 current (mA),NVCC_SNVS_1V8 power (mW),VDD_EARC_1V8 voltage (V),VDD_EARC_1V8 current (mA),VDD_EARC_1V8 power (mW),VDD_USB_1V8 voltage (V),VDD_USB_1V8 current (mA),VDD_USB_1V8 power (mW),VDD_PCI_1V8 voltage (V),VDD_PCI_1V8 current (mA),VDD_PCI_1V8 power (mW),VDD_MIPI_1V8 voltage (V),VDD_MIPI_1V8 current (mA),VDD_MIPI_1V8 power (mW),VDD_PLL_ANA_1V8 voltage (V),VDD_PLL_ANA_1V8 current (mA),VDD_PLL_ANA_1V8 power (mW),NVCC_SD1 voltage (V),NVCC_SD1 current (mA),NVCC_SD1 power (mW),LPD4_VDD1 voltage (V),LPD4_VDD1 current (mA),LPD4_VDD1 power (mW),CPU_VDD_1V8 voltage (V),CPU_VDD_1V8 current (mA),CPU_VDD_1V8 power (mW),BB_VDD_1V8 voltage (V),BB_VDD_1V8 current (mA),BB_VDD_1V8 power (mW),VDD_PLL_ANA_0V8 voltage (V),VDD_PLL_ANA_0V8 current (mA),VDD_PLL_ANA_0V8 power (mW),VDD_PCI_0V8 voltage (V),VDD_PCI_0V8 current (mA),VDD_PCI_0V8 power (mW),VDD_MIPI_0V8 voltage (V),VDD_MIPI_0V8 current (mA),VDD_MIPI_0V8 power (mW),VDD_HDMI_0V8 voltage (V),VDD_HDMI_0V8 current (mA),VDD_HDMI_0V8 power (mW),VDD_USB_3V3 voltage (V),VDD_USB_3V3 current (mA),VDD_USB_3V3 power (mW),VDD_USB_0V8 voltage (V),VDD_USB_0V8 current (mA),VDD_USB_0V8 power (mW),VDD_SD1_3V3 voltage (V),VDD_SD1_3V3 current (mA),VDD_SD1_3V3 power (mW),BB_VDD_3V3 voltage (V),BB_VDD_3V3 current (mA),BB_VDD_3V3 power (mW)
130.2500,0.9473,103.0000,97.5625,1.0928,68.1250,74.4375,5.2148,412.2500,2150.0000,0.9458,845.5000,799.5000,1.1064,-7.0195,-7.7656,1.1055,42.9062,47.4375,1.7910,0.0732,0.1312,1.7998,0.0549,0.0989,1.7969,-0.0061,-0.0110,1.7988,0.2646,0.4761,1.7939,0.0061,0.0109,1.7998,0.3662,0.6592,1.7988,0.0000,0.0000,1.8018,0.0992,0.1787,1.8018,3.5371,6.3711,1.7998,-0.2441,-0.4395,1.7979,0.8486,1.5254,1.8018,0.5493,0.9897,1.8008,11.5391,20.7812,0.9443,3.3242,3.1387,0.9473,9.5156,9.0156,0.9487,0.6533,0.6196,0.9482,0.9980,0.9463,3.3105,4.5273,14.9844,0.9492,2.7617,2.6211,3.3105,4.4570,14.7578,3.3027,281.7500,930.5000
130.3750,0.9536,152.1250,145.1250,1.1016,61.7188,68.0000,5.2070,456.0000,2374.0000,0.9414,849.5000,799.5000,1.0996,16.4219,18.0625,1.0977,27.2812,29.9531,1.7871,0.0946,0.1691,1.7998,0.0183,0.0330,1.7959,-0.0336,-0.0603,1.7988,0.2700,0.4858,1.7959,-0.0031,-0.0055,1.7998,0.3174,0.5713,1.7988,-0.0061,-0.0110,1.8027,0.0839,0.1512,1.7959,3.5430,6.3633,1.7998,-0.5493,-0.9888,1.7998,1.6318,2.9375,1.7988,0.2441,0.4392,1.7979,26.4219,47.5000,0.9541,3.1992,3.0527,0.9507,8.9531,8.5078,0.9556,0.8394,0.8022,0.9502,0.9858,0.9365,3.3027,3.8125,12.5938,0.9463,2.3125,2.1875,3.3027,2.1367,7.0586,3.3047,288.2500,952.5000
130.3750,0.9487,143.6250,136.2500,1.0996,61.2188,67.3125,5.2031,463.7500,2412.0000,0.9375,852.5000,799.0000,1.0986,-8.2969,-9.1172,1.0996,14.7734,16.2500,1.7871,0.0031,0.0055,1.7969,-0.0610,-0.1097,1.7959,-0.0443,-0.0795,1.7969,0.2820,0.5068,1.8018,0.0107,0.0192,1.7979,0.3220,0.5791,1.7979,0.0000,0.0000,1.7949,0.0854,0.1533,1.7979,3.5000,6.2930,1.7969,-0.7324,-1.3164,1.7988,0.6030,1.0850,1.8057,25.0000,45.1562,1.8008,11.0469,19.8906,0.9526,3.6992,3.5234,0.9541,9.2656,8.8438,0.9517,0.6562,0.6245,0.9512,1.3340,1.2686,3.2988,3.4082,11.2422,0.9448,2.4570,2.3223,3.3027,-1.9902,-6.5742,3.3047,303.0000,1001.5000
130.5000,0.9512,178.2500,169.5000,1.0996,58.6562,64.5000,5.2031,453.7500,2360.0000,0.9355,848.5000,794.0000,1.0996,27.5938,30.3438,1.0986,3.5391,3.8887,1.7891,0.0732,0.1310,1.7998,-0.0244,-0.0439,1.8018,-0.0031,-0.0055,1.8018,0.2456,0.4426,1.7959,0.0046,0.0082,1.7959,0.3569,0.6411,1.7949,0.0244,0.0438,1.7920,0.0778,0.1394,1.7871,3.5293,6.3086,1.8008,-4.4258,-7.9688,1.7969,1.1963,2.1504,1.7988,-1.0068,-1.8115,1.8018,11.1719,20.1250,0.9478,3.5469,3.3613,0.9463,9.5078,9.0000,0.9434,0.5098,0.4810,0.9458,1.0957,1.0361,3.3047,4.4492,14.7031,0.9448,3.1211,2.9492,3.3086,1.2090,4.0000,3.3066,298.7500,988.0000
130.6250,0.9517,72.8125,69.3125,1.1006,58.2188,64.0625,5.2148,494.5000,2578.0000,0.9458,846.5000,800.5000,1.1006,-8.9688,-9.8672,1.1045,17.7656,19.6250,1.7900,0.0458,0.0820,1.7988,0.0458,0.0823,1.8008,0.0214,0.0385,1.7988,0.2435,0.4380,1.7969,0.0092,0.0164,1.8018,0.3311,0.5967,1.7949,0.0092,0.0164,1.7949,0.1083,0.1945,1.7979,3.5215,6.3320,1.7959,-0.2747,-0.4932,1.8018,2.3652,4.2617,1.7939,-0.0305,-0.0547,1.7998,12.7578,22.9688,0.9517,3.2832,3.1250,0.9541,8.9688,8.5547,0.9531,0.7598,0.7241,0.9541,1.3213,1.2607,3.3105,4.4727,14.8047,0.9463,2.9531,2.7949,3.3047,3.1250,10.3281,3.3086,288.0000,953.0000
130.6250,0.9551,134.7500,128.7500,1.1006,65.8125,72.4375,5.2148,436.5000,2276.0000,0.9434,850.0000,802.0000,1.1006,-6.6523,-7.3203,1.0996,-1.0371,-1.1406,1.7871,0.0824,0.1472,1.7979,-0.0031,-0.0055,1.7939,0.0000,0.0000,1.7979,0.2793,0.5020,1.8018,-0.0061,-0.0110,1.7939,0.2930,0.5254,1.7930,0.0092,0.0164,1.7959,0.0839,0.1508,1.7949,3.4961,6.2734,1.8057,-3.6016,-6.5039,1.8008,0.8013,1.4434,1.8018,0.6104,1.0996,1.8018,24.8438,44.7500,0.9512,3.2676,3.1074,0.9478,8.9766,8.5078,0.9502,0.6685,0.6353,0.9497,1.0654,1.0117,3.3105,5.6680,18.7656,0.9497,4.0977,3.8906,3.3066,3.3438,11.0547,3.3066,267.0000,883.0000
130.8750,0.9478,90.9375,86.1875,1.0967,71.8125,78.7500,5.2148,458.2500,2390.0000,0.9434,854.5000,806.0000,1.1035,21.1719,23.3594,1.1055,36.8750,40.7500,1.7891,0.0519,0.0928,1.7930,-0.0031,-0.0055,1.7939,0.0275,0.0493,1.7949,0.2710,0.4863,1.7949,-0.0107,-0.0192,1.7949,0.3113,0.5586,1.7979,0.0031,0.0055,1.7959,0.0900,0.1616,1.7988,3.5059,6.3047,1.7988,-0.4883,-0.8784,1.8018,1.9004,3.4238,1.8018,0.2747,0.4949,1.7979,12.5156,22.5000,0.9482,3.3320,3.1602,0.9482,9.2422,8.7656,0.9502,0.7324,0.6958,0.9478,1.3428,1.2725,3.3027,3.6719,12.1250,0.9497,2.0977,1.9922,3.3066,-4.0781,-13.4844,3.3047,297.5000,983.0000
131.0000,0.9531,115.6875,110.2500,1.1025,50.5312,55.7188,5.2109,468.7500,2442.0000,0.9419,852.5000,803.0000,1.0957,-6.3477,-6.9570,1.0996,19.1719,21.0781,1.7900,0.0885,0.1584,1.8008,-0.0153,-0.0275,1.7998,-0.0015,-0.0027,1.8008,0.2399,0.4319,1.7998,-0.0031,-0.0055,1.8018,0.3127,0.5635,1.7988,0.0214,0.0384,1.7979,0.0946,0.1700,1.7988,3.5430,6.3750,1.7988,-0.7935,-1.4277,1.7998,1.3232,2.3809,1.8018,0.0610,0.1100,1.7998,13.7969,24.8281,0.9390,3.1465,2.9551,0.9419,8.7266,8.2188,0.9492,0.3784,0.3591,0.9404,1.0254,0.9644,3.3105,4.8164,15.9453,0.9492,1.9688,1.8691,3.3125,1.7207,5.6992,3.3066,254.6250,842.0000
131.2500,0.9585,136.0000,130.3750,1.1055,83.5000,92.3125,5.2188,443.0000,2312.0000,0.9424,845.0000,796.5000,1.1035,-6.7148,-7.4102,1.1045,38.5625,42.5938,1.7930,0.0916,0.1642,1.7920,-0.0336,-0.0602,1.7949,-0.0763,-0.1370,1.7949,0.2480,0.4453,1.7959,0.0015,0.0027,1.7930,0.3203,0.5742,1.7930,-0.0031,-0.0055,1.7939,0.0824,0.1478,1.7900,3.3613,6.0156,1.8008,-0.6714,-1.2090,1.7969,1.3184,2.3691,1.7969,-0.4272,-0.7676,1.8008,20.7500,37.3750,0.9434,3.2676,3.0820,0.9429,8.7344,8.2344,0.9473,0.6929,0.6562,0.9434,0.9707,0.9155,3.3047,3.6738,12.1406,0.9478,1.8770,1.7793,3.3066,-3.8457,-12.7188,3.3047,292.2500,966.0000
131.5000,0.9517,37.3750,35.5625,1.0996,93.7500,103.0625,5.2148,428.2500,2234.0000,0.9463,851.5000,806.0000,1.0977,-7.6289,-8.3750,1.1006,39.3750,43.3438,1.7891,0.1007,0.1802,1.8066,-0.0427,-0.0772,1.8018,0.0107,0.0192,1.8018,0.2228,0.4014,1.8018,0.0046,0.0082,1.7979,0.3159,0.5679,1.7979,-0.0153,-0.0274,1.7979,0.0748,0.1344,1.7930,3.4727,6.2266,1.8076,-5.6758,-10.2578,1.8057,1.8975,3.4258,1.8057,17.6094,31.7969,1.8027,11.8438,21.3438,0.9478,3.4883,3.3066,0.9458,8.7734,8.2969,0.9473,0.5801,0.5493,0.9443,1.1230,1.0605,3.3008,3.3906,11.1953,0.9463,2.4102,2.2812,3.3047,-0.4517,-1.4922,3.3027,297.7500,983.5000
131.5000,0.9517,30.0625,28.6094,1.1045,71.3125,78.7500,5.2070,424.2500,2210.0000,0.9395,854.0000,802.5000,1.0977,-9.6406,-10.5859,1.0977,2.6250,2.8809,1.7842,0.1160,0.2069,1.7979,0.0153,0.0274,1.7959,0.0046,0.0082,1.7959,0.2688,0.4827,1.7949,0.0000,0.0000,1.7920,0.3005,0.5386,1.7910,0.0458,0.0820,1.7959,0.1129,0.2028,1.7910,3.5059,6.2773,1.7988,-0.7021,-1.2627,1.7969,1.3330,2.3945,1.7979,0.1526,0.2744,1.8008,9.5859,17.2656,0.9482,3.1484,2.9863,0.9482,8.5625,8.1172,0.9492,0.6499,0.6167,0.9497,1.0859,1.0312,3.2988,3.8242,12.6172,0.9438,2.6465,2.4980,3.3047,-1.9287,-6.3750,3.2988,276.0000,910.5000
131.6250,0.9512,152.0000,144.6250,1.0996,57.2500,62.9375,5.2109,455.7500,2374.0000,0.9395,837.5000,787.0000,1.0967,-7.1406,-7.8320,1.0986,-1.4043,-1.5430,1.7861,0.0671,0.1199,1.8008,0.0580,0.1044,1.7988,0.0137,0.0247,1.8047,0.2744,0.4951,1.8027,0.0183,0.0330,1.7988,0.3342,0.6011,1.7959,0.0305,0.0548,1.7969,0.0977,0.1755,1.7949,3.5098,6.3008,1.8018,-0.4578,-0.8247,1.7998,1.0430,1.8770,1.7988,0.3357,0.6040,1.7998,12.4531,22.4062,0.9531,3.5898,3.4219,0.9531,9.3281,8.8906,0.9512,0.4883,0.4644,0.9507,1.1963,1.1377,3.3066,4.0000,13.2266,0.9482,2.0059,1.9023,3.3066,3.3438,11.0547,3.3027,268.7500,887.5000
131.6250,0.9492,80.5625,76.5000,1.1035,58.9688,65.0625,5.2148,485.7500,2534.0000,0.9429,841.5000,793.5000,1.1035,19.5938,21.6250,1.0996,-8.7266,-9.5938,1.7852,0.0031,0.0054,1.7988,0.0000,0.0000,1.7988,0.0031,0.0055,1.7969,0.2310,0.4150,1.7959,-0.0076,-0.0137,1.7998,0.3372,0.6069,1.7969,0.0000,0.0000,1.7969,0.0854,0.1536,1.7979,3.5547,6.3906,1.7988,-3.7852,-6.8086,1.7979,0.8794,1.5811,1.8008,-0.0916,-0.1649,1.7988,14.3438,25.7969,0.9458,3.4551,3.2676,0.9512,8.9062,8.4688,0.9482,0.3967,0.3762,0.9473,1.4131,1.3389,3.3086,4.6602,15.4219,0.9507,2.6172,2.4883,3.3066,1.2451,4.1172,3.3066,260.5000,861.5000
131.7500,0.9541,115.9375,110.6250,1.1016,62.0625,68.3750,5.2109,424.7500,2214.0000,0.9443,844.0000,797.0000,1.0986,-8.0547,-8.8516,1.0986,-1.1602,-1.2744,1.7861,0.1099,0.1963,1.7949,-0.0641,-0.1151,1.7920,-0.0153,-0.0273,1.7949,0.2191,0.3933,1.7959,-0.0122,-0.0219,1.7949,0.3203,0.5747,1.7949,0.0031,0.0055,1.7930,0.0641,0.1149,1.7988,3.5234,6.3398,1.7939,-0.5186,-0.9302,1.7949,1.5410,2.7656,1.7930,0.0305,0.0547,1.7939,10.3125,18.5000,0.9526,3.0586,2.9141,0.9482,8.6719,8.2266,0.9531,0.6470,0.6167,0.9487,1.2695,1.2041,3.3086,3.8242,12.6562,0.9478,2.8848,2.7344,3.3066,3.3809,11.1797,3.3047,261.5000,864.0000
132.0000,0.9502,166.3750,158.1250,1.1016,60.5000,66.6250,5.2148,454.5000,2370.0000,0.9458,855.0000,808.5000,1.1025,25.5156,28.1250,1.0986,2.0742,2.2793,1.7939,0.0671,0.1204,1.7979,0.0183,0.0329,1.7959,0.0031,0.0055,1.7988,0.2915,0.5244,1.7988,-0.0031,-0.0055,1.7949,0.2793,0.5015,1.8008,0.0031,0.0055,1.8018,0.0854,0.1539,1.7969,3.4785,6.2500,1.7949,-0.6714,-1.2051,1.7988,1.2139,2.1836,1.8008,-0.1831,-0.3298,1.7998,11.9609,21.5312,0.9551,3.5430,3.3848,0.9536,9.2812,8.8516,0.9541,0.4761,0.4541,0.9517,1.1260,1.0713,3.3105,5.4102,17.9062,0.9482,4.3711,4.1445,3.3125,3.4668,11.4844,3.3105,298.2500,987.5000
132.1250,0.9482,148.8750,141.1250,1.1006,69.3750,76.3750,5.2148,467.2500,2436.0000,0.9370,838.5000,785.5000,1.1006,-7.3867,-8.1328,1.1064,40.0938,44.3750,1.7881,0.1099,0.1964,1.8037,0.0000,0.0000,1.8008,0.0061,0.0110,1.8027,0.2317,0.4177,1.8027,0.0092,0.0165,1.7998,0.3464,0.6235,1.7998,0.0061,0.0110,1.8037,0.1038,0.1871,1.7998,3.5391,6.3711,1.7959,-0.5186,-0.9312,1.7988,1.0068,1.8115,1.7969,-1.8008,-3.2363,1.8018,13.4922,24.3125,0.9399,3.3379,3.1367,0.9443,9.0078,8.5078,0.9395,0.4180,0.3926,0.9375,0.9736,0.9126,3.3027,4.5977,15.1875,0.9482,2.7168,2.5762,3.3066,3.8320,12.6719,3.3066,299.5000,990.5000
132.2500,0.9502,70.6250,67.1250,1.1006,61.5938,67.8125,5.2148,436.7500,2278.0000,0.9424,838.0000,789.5000,1.1035,-7.2617,-8.0156,1.1035,-8.0547,-8.8906,1.7910,0.0641,0.1148,1.8008,0.0122,0.0220,1.8018,-0.0122,-0.0220,1.7998,0.2407,0.4333,1.8018,-0.0107,-0.0192,1.7979,0.3296,0.5928,1.7988,0.0336,0.0604,1.7959,0.0916,0.1644,1.8018,3.5293,6.3594,1.7998,-1.1289,-2.0312,1.7979,1.3389,2.4062,1.8037,30.3281,54.7188,1.7969,12.2031,21.9219,0.9570,3.2832,3.1426,0.9521,8.5781,8.1641,0.9570,0.6499,0.6221,0.9600,1.3154,1.2627,3.3047,4.7500,15.6953,0.9497,2.7168,2.5801,3.3086,2.3203,7.6758,3.3066,306.7500,1014.5000
132.3750,0.9561,79.0625,75.5625,1.1055,85.5625,94.5625,5.2148,406.2500,2118.0000,0.9438,845.5000,798.0000,1.1035,-1.3428,-1.4814,1.1006,31.8594,35.0625,1.7871,0.1282,0.2290,1.7949,0.0153,0.0274,1.7949,0.0046,0.0082,1.7988,0.2744,0.4937,1.7998,0.0000,0.0000,1.7969,0.3325,0.5977,1.7949,0.0031,0.0055,1.7900,0.0748,0.1338,1.7949,3.5293,6.3359,1.7969,-0.0610,-0.1097,1.7979,0.7832,1.4082,1.8096,29.9688,54.2188,1.8008,11.8438,21.3281,0.9448,3.4668,3.2754,0.9468,9.4141,8.9141,0.9478,0.5522,0.5234,0.9482,0.9673,0.9170,3.3027,3.8145,12.6016,0.9438,2.0449,1.9297,3.3066,3.2832,10.8594,3.3066,300.0000,992.0000
132.5000,0.9546,113.0625,107.9375,1.1055,78.8750,87.1875,5.2148,474.2500,2474.0000,0.9453,841.0000,795.0000,1.1035,-7.2617,-8.0156,1.1025,-1.6484,-1.8174,1.7930,0.0946,0.1697,1.7988,0.0488,0.0878,1.7959,0.0122,0.0219,1.7949,0.2803,0.5029,1.7920,0.0290,0.0519,1.8037,0.3113,0.5615,1.8037,-0.0244,-0.0440,1.7998,0.0488,0.0879,1.8027,3.5293,6.3633,1.8018,-0.7627,-1.3740,1.7988,1.2178,2.1914,1.8027,0.1526,0.2751,1.7998,14.6484,26.3594,0.9565,3.0977,2.9629,0.9565,9.5547,9.1406,0.9565,0.5186,0.4961,0.9512,1.0586,1.0068,3.3047,3.7344,12.3438,0.9478,1.8232,1.7275,3.3105,-0.2930,-0.9697,3.3008,241.1250,796.0000
132.5000,0.9478,44.4062,42.0938,1.0986,67.5625,74.2500,5.2109,471.2500,2456.0000,0.9390,843.0000,791.5000,1.1025,-11.6562,-12.8516,1.0986,-1.4043,-1.5430,1.7891,0.0793,0.1420,1.7959,0.0031,0.0055,1.8008,-0.0061,-0.0110,1.8008,0.2588,0.4661,1.8018,0.0076,0.0137,1.7988,0.3325,0.5981,1.7939,0.0092,0.0164,1.7969,0.0931,0.1672,1.8018,3.5449,6.3867,1.8027,-4.1797,-7.5352,1.7959,1.0254,1.8418,1.8057,35.9688,64.9375,1.8027,84.3125,152.0000,0.9492,3.5957,3.4141,0.9478,8.5938,8.1484,0.9473,0.6895,0.6533,0.9487,1.3584,1.2891,3.3008,4.7305,15.6172,0.9453,2.1211,2.0059,3.3027,-4.6016,-15.1953,3.3027,239.6250,791.5000
132.6250,0.9575,26.2500,25.1406,1.1045,98.7500,109.0625,5.2109,480.2500,2502.0000,0.9429,884.5000,834.0000,1.1016,11.0469,12.1719,1.1006,24.1094,26.5312,1.7900,0.1434,0.2568,1.8008,0.0153,0.0275,1.7969,-0.0259,-0.0466,1.7988,0.2712,0.4878,1.8018,-0.0046,-0.0082,1.7920,0.3433,0.6152,1.7949,-0.0488,-0.0876,1.7959,0.0610,0.1096,1.7881,3.5449,6.3398,1.8018,-1.0684,-1.9248,1.8018,1.1895,2.1426,1.7998,-5.9219,-10.6562,1.8047,11.4141,20.5938,0.9531,3.4004,3.2402,0.9556,9.0625,8.6562,0.9512,0.4854,0.4617,0.9556,1.0957,1.0469,3.3027,3.5762,11.8125,0.9458,4.4414,4.1992,3.3008,-2.4531,-8.0938,3.3066,304.2500,1006.0000
132.7500,0.9492,40.7500,38.6875,1.0986,60.9062,66.9375,5.2188,463.7500,2420.0000,0.9458,856.5000,810.0000,1.1025,-0.1831,-0.2019,1.0977,-1.4648,-1.6074,1.7891,0.1038,0.1857,1.7969,0.0031,0.0055,1.7969,0.0061,0.0110,1.7959,0.2935,0.5269,1.7969,-0.0092,-0.0164,1.8037,0.3447,0.6216,1.7988,-0.0061,-0.0110,1.8047,0.0916,0.1653,1.8018,3.5215,6.3438,1.8018,-0.5493,-0.9897,1.7988,1.2783,2.2988,1.7998,0.7627,1.3730,1.8047,78.1250,141.0000,0.9497,3.4551,3.2812,0.9541,8.6719,8.2734,0.9502,0.7051,0.6699,0.9492,1.1504,1.0918,3.2969,3.7285,12.2891,0.9468,1.9531,1.8496,3.3047,4.0898,13.5156,3.2969,255.5000,842.5000
133.0000,0.9478,26.8594,25.4531,1.1016,87.1875,96.0625,5.2070,434.2500,2262.0000,0.9365,841.5000,788.0000,1.0986,-8.0547,-8.8516,1.1045,28.7500,31.7500,1.7881,0.0763,0.1365,1.7969,0.0366,0.0658,1.7891,0.0046,0.0082,1.7930,0.2529,0.4536,1.7949,0.0153,0.0274,1.7969,0.3145,0.5649,1.7969,-0.0183,-0.0329,1.7998,0.0702,0.1263,1.7949,3.4824,6.2500,1.8008,-0.6714,-1.2090,1.8008,0.9170,1.6514,1.8027,20.1406,36.3125,1.8008,13.4922,24.2969,0.9453,3.2617,3.0840,0.9448,9.2188,8.7109,0.9473,0.8057,0.7632,0.9482,1.1143,1.0566,3.2988,5.6445,18.6250,0.9507,2.7852,2.6484,3.3105,3.2227,10.6719,3.3066,300.5000,993.5000
133.1250,0.9492,65.7500,62.4062,1.1035,112.0625,123.6875,5.2109,443.0000,2308.0000,0.9409,848.0000,798.0000,1.0977,-8.2422,-9.0469,1.1045,73.0000,80.6250,1.7861,0.0763,0.1362,1.7949,0.0122,0.0219,1.7939,-0.0092,-0.0164,1.7930,0.2463,0.4417,1.7910,-0.0076,-0.0137,1.7939,0.3342,0.5996,1.7939,0.0244,0.0438,1.7949,0.1068,0.1918,1.7930,3.5117,6.2969,1.7969,-0.2747,-0.4934,1.8008,1.3574,2.4453,1.7979,0.2747,0.4939,1.8018,37.2188,67.0625,0.9473,3.3262,3.1504,0.9487,8.4922,8.0547,0.9453,0.7690,0.7271,0.9443,1.1904,1.1240,3.3008,3.5918,11.8594,0.9434,2.7246,2.5703,3.3027,-2.3672,-7.8164,3.2988,254.5000,839.5000
133.3750,0.9502,61.0312,58.0000,1.1045,100.3750,110.8750,5.2188,439.2500,2292.0000,0.9453,842.5000,796.5000,1.1074,13.9766,15.4766,1.0977,-9.1562,-10.0469,1.7910,0.0946,0.1694,1.7979,0.0244,0.0439,1.7949,-0.0153,-0.0274,1.7998,0.2688,0.4839,1.7949,0.0183,0.0329,1.7979,0.2900,0.5215,1.8008,0.0000,0.0000,1.7969,0.1022,0.1837,1.8008,3.5605,6.4102,1.7988,-1.4951,-2.6895,1.7949,1.4590,2.6191,1.7930,0.7935,1.4229,1.7939,9.5234,17.0781,0.9443,3.5645,3.3652,0.9443,8.4141,7.9453,0.9468,0.6011,0.5688,0.9419,1.1475,1.0811,3.2949,3.6777,12.1172,0.9434,2.1816,2.0586,3.3008,-0.3540,-1.1689,3.2949,265.7500,875.5000
133.3750,0.9492,160.1250,152.0000,1.0967,60.5938,66.4375,5.2109,433.7500,2260.0000,0.9365,848.0000,794.0000,1.0986,-7.6914,-8.4531,1.0986,-7.0781,-7.7773,1.7871,0.1099,0.1963,1.7959,0.0366,0.0658,1.7959,-0.0122,-0.0219,1.7979,0.2329,0.4187,1.7891,0.0122,0.0218,1.7959,0.3389,0.6084,1.7988,0.0763,0.1372,1.8018,0.1144,0.2062,1.7939,3.5605,6.3867,1.8008,-1.4346,-2.5840,1.7959,1.1631,2.0879,1.7979,-0.1831,-0.3291,1.8018,11.4141,20.5625,0.9473,3.2871,3.1133,0.9473,9.1406,8.6562,0.9473,0.6685,0.6333,0.9443,1.3066,1.2344,3.3008,3.3633,11.1016,0.9468,2.7617,2.6152,3.3086,3.2832,10.8594,3.3027,292.7500,967.0000
133.5000,0.9526,88.5000,84.3125,1.1055,56.6875,62.6562,5.2070,458.7500,2388.0000,0.9448,849.5000,802.5000,1.1006,-11.7188,-12.8984,1.1025,54.1875,59.7500,1.7881,0.1282,0.2291,1.7959,0.0366,0.0658,1.7969,0.0000,0.0000,1.7969,0.2646,0.4756,1.7959,0.0107,0.0192,1.7969,0.3174,0.5703,1.8008,0.0336,0.0605,1.7979,0.0809,0.1454,1.7988,3.4004,6.1172,1.7988,-0.6406,-1.1523,1.7969,0.8276,1.4873,1.7998,-0.3357,-0.6040,1.7969,13.3047,23.9062,0.9448,3.4922,3.2988,0.9463,8.4922,8.0391,0.9478,0.4058,0.3845,0.9478,1.0898,1.0332,3.3066,3.9980,13.2188,0.9463,2.9609,2.8027,3.3027,-3.5039,-11.5703,3.3066,296.2500,979.5000
133.6250,0.9487,137.3750,130.3750,1.0977,61.2188,67.1875,5.2109,439.5000,2290.0000,0.9448,847.0000,800.5000,1.1006,-7.8750,-8.6641,1.0996,-0.3052,-0.3357,1.7891,0.1007,0.1802,1.7959,0.0549,0.0986,1.7939,0.0122,0.0219,1.7959,0.2764,0.4963,1.7930,0.0000,0.0000,1.7979,0.2883,0.5186,1.8008,-0.0519,-0.0934,1.7969,0.0687,0.1234,1.7969,3.5176,6.3203,1.7969,-0.8545,-1.5352,1.8008,1.0254,1.8467,1.7998,0.7627,1.3730,1.7988,11.1719,20.0938,0.9521,3.5469,3.3770,0.9521,8.1719,7.7812,0.9487,0.6929,0.6572,0.9492,1.0527,0.9995,3.2988,4.7578,15.6953,0.9443,2.4727,2.3359,3.3027,0.5127,1.6934,3.2969,243.8750,804.0000
133.6250,0.9521,158.2500,150.6250,1.0977,58.9062,64.6875,5.2109,476.7500,2484.0000,0.9414,851.0000,801.0000,1.1045,-6.7734,-7.4805,1.1055,51.5000,56.9375,1.7910,0.0946,0.1694,1.7998,0.0397,0.0714,1.7969,-0.0092,-0.0164,1.7979,0.2244,0.4033,1.7959,-0.0092,-0.0164,1.7930,0.3281,0.5884,1.7900,0.0031,0.0055,1.7939,0.0961,0.1725,1.7930,3.4941,6.2656,1.7959,-0.1221,-0.2192,1.7959,1.1572,2.0781,1.7998,0.4578,0.8237,1.7969,17.6406,31.7031,0.9497,3.2461,3.0820,0.9521,8.7188,8.3047,0.9512,0.6440,0.6128,0.9517,1.1904,1.1328,3.3125,3.7930,12.5625,0.9507,2.8848,2.7422,3.3125,3.2598,10.7969,3.3105,267.0000,884.0000
133.8750,0.9434,47.0000,44.3438,1.0947,61.7812,67.6250,5.2070,467.7500,2436.0000,0.9399,845.0000,794.5000,1.0967,-6.7734,-7.4297,1.0996,-0.7324,-0.8052,1.7930,0.0580,0.1039,1.7988,0.0366,0.0659,1.7988,-0.0168,-0.0302,1.7998,0.2915,0.5244,1.7939,0.0092,0.0164,1.7949,0.3159,0.5669,1.7949,0.0000,0.0000,1.7969,0.0687,0.1234,1.7959,3.4180,6.1367,1.7939,-0.6406,-1.1494,1.7979,1.4326,2.5762,1.7969,-0.5493,-0.9868,1.7979,12.6328,22.7188,0.9482,3.3027,3.1309,0.9507,8.6250,8.2031,0.9507,0.5400,0.5132,0.9478,1.3027,1.2344,3.3027,3.6777,12.1484,0.9429,2.4570,2.3164,3.3027,-1.9531,-6.4492,3.2988,281.0000,927.0000
